city,country,admin_name,capital,population,id
Lynbrook,United States,New York,,19448.0,1840005304
San Fernando,Philippines,Pampanga,admin,306659.0,1608862124
Port Angeles,United States,Washington,,24293.0,1840019782
Vineland,United States,New Jersey,,93239.0,1840001551
Lathrop,United States,California,,24483.0,1840020266
Bullhead City,United States,Arizona,,50309.0,1840019748
Ormond Beach,United States,Florida,,43759.0,1840015076
Cozumel,Mexico,Quintana Roo,minor,77236.0,1484935305
Benicia,United States,California,,28240.0,1840018858
Bettendorf,United States,Iowa,,36543.0,1840007079
Bayonne,United States,New Jersey,,64897.0,1840003595
Brockville,Canada,Ontario,,21854.0,1124286131
Beaverton,United States,Oregon,,99037.0,1840018556
Ocoee,United States,Florida,,48263.0,1840015098
Liberty,United States,Missouri,,32100.0,1840008502
Mesa,United States,Arizona,,518012.0,1840020566
Poole,United Kingdom,Poole,,151500.0,1826379738
Leavenworth,United States,Kansas,,46192.0,1840001591
Murrysville,United States,Pennsylvania,,19590.0,1840001148
Shorewood,United States,Wisconsin,,13145.0,1840003031
Cherry Hill,United States,New Jersey,,70965.0,1840081685
Holladay,United States,Utah,,30325.0,1840020156
Kofu,Japan,Yamanashi,admin,187144.0,1392307565
Enid,United States,Oklahoma,,49688.0,1840020373
Rockledge,United States,Florida,,28227.0,1840015095
Ponca City,United States,Oklahoma,,24274.0,1840020345
Fresno,United States,California,,703498.0,1840020319
Horwich,United Kingdom,Bolton,,20067.0,1826931583
Watauga,United States,Texas,,24481.0,1840022049
Hopkins,United States,Minnesota,,18468.0,1840006749
Chico,United States,California,,117668.0,1840018778
North Augusta,United States,South Carolina,,23845.0,1840014788
Ridgefield,United States,Connecticut,,25042.0,1840035559
Shepherdsville,United States,Kentucky,,12442.0,1840015214
Dorado,Puerto Rico,Puerto Rico,,12695.0,1630023736
Takeo,Cambodia,Takeo,admin,52000.0,1116674518
Lakeshore,Canada,Ontario,,36611.0,1124001501
Watchung,United States,New Jersey,,6006.0,1840001061
Tokyo,Japan,Tōkyō,primary,37977000.0,1392685764
Shakopee,United States,Minnesota,,41570.0,1840008955
Banff,Canada,Alberta,,7847.0,1124351648
Kure,Japan,Hiroshima,,212159.0,1392991987
South Burlington,United States,Vermont,,19509.0,1840002311
Plattekill,United States,New York,,10254.0,1840058407
Jeffersontown,United States,Kentucky,,27715.0,1840014311
Towson,United States,Maryland,,57817.0,1840005695
Hailey,United States,Idaho,,11409.0,1840020028
Nappanee,United States,Indiana,,7139.0,1840008189
Ipswich,United Kingdom,Suffolk,,180000.0,1826629486
Downers Grove,United States,Illinois,,49057.0,1840011404
Smithtown,United States,New York,,116669.0,1840058498
Los Osos,United States,California,,16533.0,1840017805
Malay,Philippines,Aklan,,52973.0,1608537061
San Luis Obispo,United States,California,,62290.0,1840021734
Fort Carson,United States,Colorado,,14951.0,1840028557
Wallisellen,Switzerland,Zürich,,15855.0,1756960820
Trophy Club,United States,Texas,,12451.0,1840022993
Mainz,Germany,Rhineland-Palatinate,admin,217118.0,1276801317
Bradenton,United States,Florida,,59439.0,1840014173
Rome,Italy,Lazio,primary,2872800.0,1380382862
Oswego,United States,New York,,37420.0,1840000348
Harrisonburg,United States,Virginia,,72386.0,1840003844
Taylor,United States,Michigan,,60922.0,1840003965
Shanghai,China,Shanghai,admin,22120000.0,1156073548
Hermiston,United States,Oregon,,29512.0,1840019915
Yuma,United States,Arizona,,142847.0,1840021998
Shizuoka,Japan,Shizuoka,admin,685589.0,1392235505
Nottingham,United Kingdom,Nottingham,,768638.0,1826122597
North Charleston,United States,South Carolina,,115382.0,1840015164
Yokohama,Japan,Kanagawa,admin,3757630.0,1392118339
Wellington,New Zealand,Wellington,primary,418500.0,1554772152
Henrietta,United States,New York,,43347.0,1840058179
North Brunswick,United States,New Jersey,,41760.0,1840081694
Croydon,United Kingdom,Croydon,,192064.0,1826126675
Streetsboro,United States,Ohio,,16478.0,1840000808
Lodi,United States,New Jersey,,24347.0,1840003535
Burien,United States,Washington,,51500.0,1840018420
Spearfish,United States,South Dakota,,12836.0,1840002374
Delta,Canada,British Columbia,,102238.0,1124001200
Limassol,Cyprus,Lemesós,admin,235056.0,1196136222
Mansfield,United Kingdom,Nottinghamshire,,106556.0,1826359576
Cuyahoga Falls,United States,Ohio,,49106.0,1840000795
Hot Springs,United States,Arkansas,,60767.0,1840014670
Cochrane,Canada,Alberta,,25853.0,1124952542
Lazaro Cardenas,Mexico,Chihuahua,,8704.0,1484739082
Wakefield,United Kingdom,Wakefield,,99251.0,1826013112
Newbridge,United Kingdom,Caerphilly,,6509.0,1826628425
Mesquite,United States,Texas,,140937.0,1840020713
Woodstock,Canada,Ontario,,40902.0,1124758374
Narita,Japan,Chiba,,130689.0,1392216588
Kennett Square,United States,Pennsylvania,,6202.0,1840001428
Guadalajara,Mexico,Jalisco,admin,5253000.0,1484950208
Miramar,United States,Florida,,141191.0,1840015137
Rock Hill,United States,South Carolina,,119105.0,1840014618
Bonita,United States,California,,12706.0,1840018015
Eugene,United States,Oregon,,273439.0,1840020007
Lawrence,United States,Massachusetts,,80028.0,1840000408
Vejle,Denmark,Syddanmark,admin,51177.0,1208585023
Hendersonville,United States,Tennessee,,58113.0,1840014419
West Allis,United States,Wisconsin,,59890.0,1840003034
Lancaster,United States,Pennsylvania,,401524.0,1840003718
Neptune Beach,United States,Florida,,7259.0,1840015030
New Kensington,United States,Pennsylvania,,12292.0,1840001151
Hitchin,United Kingdom,Hertfordshire,,33352.0,1826093917
Pukalani,United States,Hawaii,,7695.0,1840029545
Calumet City,United States,Illinois,,35913.0,1840007023
Salzburg,Austria,Salzburg,admin,155021.0,1040312147
Deerfield Beach,United States,Florida,,81066.0,1840015136
East Rutherford,United States,New Jersey,,9687.0,1840003542
Muscatine,United States,Iowa,,26168.0,1840008202
Agoura Hills,United States,California,,20222.0,1840019221
Madras,United States,Oregon,,9340.0,1840019987
Zeeland,Netherlands,Noord-Brabant,minor,5788.0,1528533817
Taiping,China,Sichuan,,407594.0,1156077074
Culpeper,United States,Virginia,,20485.0,1840006169
Cloverdale,United States,California,,9205.0,1840018838
Espoo,Finland,Uusimaa,minor,269802.0,1246357316
Ulsan,"Korea, South",Ulsan,admin,1166033.0,1410134602
North Highlands,United States,California,,47661.0,1840018841
Wailea,United States,Hawaii,,6218.0,1840025210
Oaxaca,Mexico,Oaxaca,admin,300050.0,1484301467
Kawagoe,Japan,Saitama,,337931.0,1392825080
Sierra Vista,United States,Arizona,,51731.0,1840022103
Costa Mesa,United States,California,,113003.0,1840019326
Kanazawa,Japan,Ishikawa,admin,462479.0,1392684679
Chicago,United States,Illinois,,8604203.0,1840000494
Victor,United States,New York,,14877.0,1840004414
Hawthorne,United States,California,,86068.0,1840020486
Rifle,United States,Colorado,,11089.0,1840020185
West Sacramento,United States,California,,53519.0,1840021483
Ludlow,United States,Massachusetts,,21291.0,1840053449
Stafford,United Kingdom,Staffordshire,,68472.0,1826088347
Kasuga,Japan,Fukuoka,,111144.0,1392971052
Changwon,"Korea, South",Gyeongnam,admin,1046054.0,1410592618
Morelia,Mexico,Michoacán de Ocampo,,784776.0,1484669072
Gretna,United States,Louisiana,,17647.0,1840013996
Port Washington,United States,New York,,15808.0,1840005252
Granbury,United States,Texas,,37996.0,1840020749
California,United States,Maryland,,14815.0,1840006228
Kitchener,Canada,Ontario,,470015.0,1124158530
Toledo,United States,Ohio,,482111.0,1840000572
Inver Grove Heights,United States,Minnesota,,35672.0,1840007858
Milledgeville,United States,Georgia,,31471.0,1840014857
Alexandria,Egypt,Al Iskandarīyah,admin,4870000.0,1818695837
Levittown,United States,New York,,51634.0,1840005270
Snellville,United States,Georgia,,20077.0,1840015614
Eagan,United States,Minnesota,,66372.0,1840007852
Burnaby,Canada,British Columbia,,232755.0,1124817304
Gladstone,Australia,Queensland,,33418.0,1036070755
Tijuana,Mexico,Baja California,minor,2384609.0,1484708778
New Haven,United States,Connecticut,,564830.0,1840004850
Northport,United States,Alabama,,26115.0,1840014819
Glen Allen,United States,Virginia,,15488.0,1840006390
Bisbee,United States,Arizona,,5225.0,1840019495
South Gate,United States,California,,93444.0,1840021870
Ishigaki,Japan,Okinawa,,48258.0,1392462580
Monmouth,United States,Oregon,,20172.0,1840019971
Irving,United States,Texas,,239798.0,1840019438
Mount Pleasant,United States,South Carolina,,91684.0,1840017286
Beckley,United States,West Virginia,,57942.0,1840006350
Morehead,United States,Kentucky,,8044.0,1840014291
Macon,United States,Georgia,,153159.0,1840043455
Gardnerville,United States,Nevada,,6121.0,1840017563
Ajax,Canada,Ontario,,119677.0,1124382916
Coachella,United States,California,,45743.0,1840019294
Deventer,Netherlands,Overijssel,minor,99166.0,1528681564
Wayland,United States,Massachusetts,,13802.0,1840053492
Moscow,Russia,Moskva,primary,17125000.0,1643318494
Pilar,Paraguay,Ñeembucú,admin,32810.0,1600377954
Las Pinas City,Philippines,Las Piñas,,588894.0,1608544537
Neumunster,Germany,Schleswig-Holstein,minor,79487.0,1276757733
Lebanon,United States,Pennsylvania,,78302.0,1840001347
Rochdale,United Kingdom,Rochdale,,107926.0,1826578106
Port Alberni,Canada,British Columbia,,17678.0,1124952808
Coventry,United Kingdom,Coventry,,362690.0,1826979198
Woodhaven,United States,Michigan,,12469.0,1840001848
Marseille,France,Provence-Alpes-Côte d’Azur,admin,870018.0,1250774071
Granger,United States,Indiana,,30776.0,1840030079
Culver City,United States,California,,39185.0,1840019243
Hull,United States,Massachusetts,,10455.0,1840053570
Yucca Valley,United States,California,,25042.0,1840022726
Yao,Chad,Batha,,91507.0,1148655909
Ichihara,Japan,Chiba,,268038.0,1392167256
Colonial Heights,United States,Virginia,,17370.0,1840003860
Tainan,Taiwan,Tainan,admin,1883831.0,1158061376
Baden-Baden,Germany,Baden-Württemberg,minor,55123.0,1276150269
Anderson,United States,Indiana,,85992.0,1840007242
Prineville,United States,Oregon,,12650.0,1840019999
Greer,United States,South Carolina,,33373.0,1840013502
Big Bear Lake,United States,California,,5279.0,1840019119
Chino Hills,United States,California,,83853.0,1840019115
Leon,Spain,Castille-Leon,minor,202793.0,1724907542
Niles,United States,Illinois,,28938.0,1840011301
Homewood,United States,Alabama,,25377.0,1840014794
Kailua,United States,Hawaii,,37586.0,1840023244
Firestone,United States,Colorado,,34230.0,1840021363
Windsor,Canada,Ontario,,276165.0,1124261024
Bilbao,Spain,Basque Country,minor,350184.0,1724331267
Olympia,United States,Washington,admin,200915.0,1840019865
Helsinki,Finland,Uusimaa,primary,642045.0,1246177997
Muar,Malaysia,Johor,,191346.0,1458170112
Champlin,United States,Minnesota,,25268.0,1840006746
Ripon,United Kingdom,North Yorkshire,,16702.0,1826726048
Hamden,United States,Connecticut,,60982.0,1840034823
Milford,United States,Connecticut,,54328.0,1840028594
Courtenay,Canada,British Columbia,,25599.0,1124324905
Vandalia,United States,Ohio,,14997.0,1840003786
Bolton,United Kingdom,Bolton,,128139.0,1826628353
Lumberton,United States,North Carolina,,28279.0,1840015531
Keller,United States,Texas,,47213.0,1840019428
Enfield,United Kingdom,Enfield,,132640.0,1826362409
South Bend,United States,Indiana,,280498.0,1840009241
Pompano Beach,United States,Florida,,112118.0,1840015143
Antalya,Turkey,Antalya,admin,2426356.0,1792988434
Voorhees,United States,New Jersey,,29212.0,1840081683
Sheboygan,United States,Wisconsin,,69393.0,1840002628
Greenwood,United States,Indiana,,59458.0,1840007332
Medicine Hat,Canada,Alberta,,63260.0,1124303972
Canyon,United States,Texas,,16109.0,1840019180
Gallup,United States,New Mexico,,22917.0,1840020395
San Isidro,Argentina,Buenos Aires,minor,43595.0,1032862666
Orland,United States,California,,9964.0,1840020209
Manchester,United Kingdom,Manchester,,2705000.0,1826246335
North Merrick,United States,New York,,12170.0,1840005242
Lyons,United States,Illinois,,10372.0,1840011292
Texas City,United States,Texas,,118169.0,1840022234
Akita,Japan,Akita,admin,302984.0,1392129688
Needham,United States,Massachusetts,,30970.0,1840053553
American Fork,United States,Utah,,33161.0,1840018756
Taipei,Taiwan,Taipei,primary,2684567.0,1158881289
Bismarck,United States,North Dakota,admin,98345.0,1840001926
Altoona,United States,Pennsylvania,,74829.0,1840001080
Wilsonville,United States,Oregon,,24918.0,1840021219
Frisco,United States,Texas,,200490.0,1840020654
Houston,United States,Texas,,5464251.0,1840020925
Cortez,United States,Colorado,,8736.0,1840018928
Ennis,Ireland,Clare,admin,24253.0,1372255646
Columbus,United States,Ohio,admin,1562009.0,1840003760
West Des Moines,United States,Iowa,,67899.0,1840010185
Spanish Fork,United States,Utah,,40913.0,1840021398
Manalapan,United States,New Jersey,,39702.0,1840081648
Budapest,Hungary,Budapest,primary,1752286.0,1348611435
Clarksburg,United States,West Virginia,,40403.0,1840005767
Green Valley,United States,Arizona,,20902.0,1840018111
Namur,Belgium,Wallonia,admin,110939.0,1056954156
Longview,United States,Texas,,100330.0,1840020746
Salmon Creek,United States,Washington,,20956.0,1840018520
Camp Hill,United States,Pennsylvania,,7905.0,1840001385
San Bernardino,United States,California,,215784.0,1840021728
Hannover,Germany,Lower Saxony,admin,538068.0,1276457707
Katowice,Poland,Śląskie,admin,276499.0,1616798495
Alhambra,United States,California,,83750.0,1840019222
La Habra,United States,California,,60513.0,1840020585
Elizabeth City,United States,North Carolina,,22711.0,1840013315
Fowler,United States,California,,6790.0,1840020318
Glenmont,United States,Maryland,,16659.0,1840024490
Berlin,Germany,Berlin,primary,3644826.0,1276451290
Smyrna,United States,Georgia,,56666.0,1840015634
Hatsukaichi,Japan,Hiroshima,,114699.0,1392723053
Millburn,United States,New Jersey,,20148.0,1840081751
Indian Trail,United States,North Carolina,,40252.0,1840016453
Zapopan,Mexico,Jalisco,minor,1155790.0,1484198680
Wenatchee,United States,Washington,,72350.0,1840021074
Gatineau,Canada,Quebec,,276245.0,1124722129
Show Low,United States,Arizona,,11442.0,1840021582
Chambersburg,United States,Pennsylvania,,53083.0,1840001410
Searcy,United States,Arkansas,,26889.0,1840015429
Tonbridge,United Kingdom,Kent,,40356.0,1826806502
Canton,United States,Ohio,,269418.0,1840000963
Winter Springs,United States,Florida,,37312.0,1840015959
Holyoke,United States,Massachusetts,,40117.0,1840000465
Grand Rapids,United States,Michigan,,609314.0,1840002928
Saku,Japan,Nagano,,98292.0,1392305904
Kidderminster,United Kingdom,Worcestershire,,55530.0,1826052030
Yonago,Japan,Tottori,,147210.0,1392391989
Glen Rock,United States,New Jersey,,11707.0,1840003555
Wailuku,United States,Hawaii,,17708.0,1840023239
McMinnville,United States,Oregon,,42062.0,1840019956
Odessa,United States,Texas,,155998.0,1840020794
Rye,United States,New York,,46595.0,1840000784
Radford,United States,Virginia,,18249.0,1840003864
Newmarket,Canada,Ontario,,84224.0,1124400266
Fairbanks,United States,Alaska,,63245.0,1840023463
Bluffton,United States,South Carolina,,25557.0,1840015799
Eastbourne,United Kingdom,East Sussex,,103745.0,1826356320
Plant City,United States,Florida,,39744.0,1840015115
Orange,United States,California,,138669.0,1840020582
Laguna Woods,United States,California,,15850.0,1840020590
Lowell,United States,Massachusetts,,110997.0,1840000426
Pacifica,United States,California,,38546.0,1840020307
South Euclid,United States,Ohio,,21297.0,1840003414
Oroville,United States,California,,49513.0,1840020182
Holly Springs,United States,North Carolina,,37812.0,1840016193
Ashland,United States,California,,24430.0,1840017619
Livonia,United States,Michigan,,93665.0,1840003985
Cusco,Peru,Cusco,admin,428450.0,1604162901
Bentonville,United States,Arkansas,,54909.0,1840013319
Dacula,United States,Georgia,,6350.0,1840014743
Bournemouth,United Kingdom,Bournemouth,,183491.0,1826769743
Ledyard,United States,Connecticut,,14761.0,1840045034
Urbandale,United States,Iowa,,44379.0,1840010184
Sand Springs,United States,Oklahoma,,19905.0,1840021671
Carolina,Puerto Rico,Puerto Rico,,136771.0,1630035637
Butterworth,Malaysia,Pulau Pinang,,821652.0,1458469233
Kocaeli,Turkey,Kocaeli,admin,363416.0,1792965114
Opelika,United States,Alabama,,30908.0,1840005210
Scottsdale,United States,Arizona,,258069.0,1840021940
Pocatello,United States,Idaho,,72878.0,1840013376
Lynchburg,United States,Virginia,,126814.0,1840003855
Azumino,Japan,Nagano,,93927.0,1392101705
Lenexa,United States,Kansas,,55625.0,1840001639
Parry Sound,Canada,Ontario,,6408.0,1124245809
Pearl City,United States,Hawaii,,45605.0,1840023251
Palm Bay,United States,Florida,,507002.0,1840015094
Cedar Hill,United States,Texas,,47930.0,1840019433
Pitt Meadows,Canada,British Columbia,,18573.0,1124786902
Gaziantep,Turkey,Gaziantep,admin,2028563.0,1792911843
Wendover,United Kingdom,Buckinghamshire,,7399.0,1826061990
Cocoa Beach,United States,Florida,,11705.0,1840015093
Goleta,United States,California,,30911.0,1840001783
Key Largo,United States,Florida,,9952.0,1840014253
Chachoengsao,Thailand,Chachoengsao,admin,39570.0,1764632382
Oakley,United States,California,,42543.0,1840020279
Nampa,United States,Idaho,,184428.0,1840020041
Thornton,United States,Colorado,,141464.0,1840021422
Willow Grove,United States,Pennsylvania,,14992.0,1840005471
Tokorozawa,Japan,Saitama,,341195.0,1392340764
Severna Park,United States,Maryland,,38188.0,1840005926
Los Alamos,United States,New Mexico,,12666.0,1840017779
Seekonk,United States,Massachusetts,,15441.0,1840053523
Isehara,Japan,Kanagawa,,102088.0,1392928065
Seabrook,United States,Maryland,,18616.0,1840024547
Pasay City,Philippines,Pasay,admin,416522.0,1608448280
Turlock,United States,California,,107317.0,1840021533
Red Bank,United States,New Jersey,,11966.0,1840001358
Chon Buri,Thailand,Chon Buri,admin,29961.0,1764202077
Bangkok,Thailand,Krung Thep Maha Nakhon,primary,17066000.0,1764068610
Nanterre,France,Île-de-France,minor,95105.0,1250886409
Montebello,United States,California,,61954.0,1840020499
Calexico,United States,California,,39825.0,1840019379
Logansport,United States,Indiana,,20608.0,1840013861
Hitachi,Japan,Ibaraki,,172709.0,1392145167
Northfield,United Kingdom,Birmingham,,25707.0,1826476476
Belfast,United Kingdom,Belfast,,333871.0,1826325087
Wyomissing,United States,Pennsylvania,,10635.0,1840001196
Gunnison,United States,Colorado,,7195.0,1840020235
Scranton,United States,Pennsylvania,,384250.0,1840003389
Bergen,Norway,Hordaland,admin,257087.0,1578465701
Chesapeake,United States,Virginia,,244835.0,1840003874
Raleigh,United States,North Carolina,admin,1038738.0,1840014497
Springdale,United States,Arkansas,,81125.0,1840015336
Cuernavaca,Mexico,Morelos,admin,366321.0,1484926471
Miami Shores,United States,Florida,,10365.0,1840018334
Hays,United States,Kansas,,21421.0,1840001628
Khimki,Russia,Moskva,,244668.0,1643601857
Cork,Ireland,Cork,admin,208669.0,1372221853
Austell,United States,Georgia,,7170.0,1840013689
San Angelo,United States,Texas,,101004.0,1840022146
Twickenham,United Kingdom,Richmond upon Thames,,62148.0,1826827915
Harwood Heights,United States,Illinois,,8333.0,1840011252
Thatcher,United States,Arizona,,5200.0,1840022955
Rapid City,United States,South Dakota,,92664.0,1840002180
Saratoga,United States,California,,30153.0,1840021572
Freeport,United States,New York,,42956.0,1840005288
Katy,United States,Texas,,21729.0,1840019648
La Mirada,United States,California,,48183.0,1840020512
Port Orange,United States,Florida,,64842.0,1840015077
Gustine,United States,California,,5882.0,1840020310
Warren,United States,Michigan,,133943.0,1840002418
Pace,United States,Florida,,22860.0,1840013919
State College,United States,Pennsylvania,,87723.0,1840000830
Tulum,Mexico,Quintana Roo,minor,18233.0,1484002889
Bolingbrook,United States,Illinois,,74545.0,1840011482
Sierra Madre,United States,California,,10793.0,1840021867
Foley,United States,Alabama,,36921.0,1840002084
Bethlehem,United States,Pennsylvania,,75815.0,1840000986
Ealing,United Kingdom,Ealing,,85014.0,1826730060
Glen Ridge,United States,New Jersey,,7574.0,1840005356
Roswell,United States,Georgia,,94763.0,1840014741
Perrysburg,United States,Ohio,,21626.0,1840000623
Waterbury,United States,Connecticut,,189614.0,1840004851
Savage,United States,Minnesota,,32362.0,1840008957
Shimotsuke,Japan,Tochigi,,59404.0,1392034271
Kensington,United Kingdom,Kensington and Chelsea,,64681.0,1826583042
Queensbury,United States,New York,,27456.0,1840058430
Gurgaon,India,Haryāna,,197340.0,1356836043
Gardena,United States,California,,59329.0,1840020482
Brookline,United States,Massachusetts,,59180.0,1840053672
Metepec,Mexico,Morelos,minor,206005.0,1484782768
Universal City,United States,Texas,,20890.0,1840022225
Moreno Valley,United States,California,,213055.0,1840020552
Grand Forks,United States,North Dakota,,64748.0,1840000101
Wellingborough,United Kingdom,Northamptonshire,,49128.0,1826752476
Monaca,United States,Pennsylvania,,5421.0,1840001025
Lone Tree,United States,Colorado,,13082.0,1840020222
Solana Beach,United States,California,,13296.0,1840021993
East Norriton,United States,Pennsylvania,,14015.0,1840133023
George Town,Cayman Islands,,primary,27704.0,1136159124
Mercedes,Uruguay,Soriano,admin,41974.0,1858182538
Tempe,United States,Arizona,,195805.0,1840021942
Timonium,United States,Maryland,,10557.0,1840026624
Alvin,United States,Texas,,26723.0,1840019671
Ladue,United States,Missouri,,8616.0,1840008599
Dillon,United States,South Carolina,,9089.0,1840014676
Lawton,United States,Oklahoma,,93025.0,1840020477
Bremen,Germany,Bremen,admin,724909.0,1276376509
Redlands,United States,California,,71513.0,1840020412
Denton,United States,Texas,,457177.0,1840019390
Sweet Home,United States,Oregon,,10697.0,1840021253
Emporia,United States,Kansas,,24598.0,1840001652
Murrieta,United States,California,,496046.0,1840020553
Terrell,United States,Texas,,18869.0,1840022065
New Rochelle,United States,New York,,78557.0,1840000782
St. Charles,United States,Missouri,,71028.0,1840009719
Vienna,Austria,Wien,primary,1911191.0,1040261752
Temple,United States,Texas,,107258.0,1840022154
Jenison,United States,Michigan,,17431.0,1840004344
Roselle,United States,New Jersey,,21811.0,1840001092
Akron,United States,Ohio,,565208.0,1840000791
Nonthaburi,Thailand,Nonthaburi,admin,255671.0,1764667935
Piscataway,United States,New Jersey,,56884.0,1840081697
Guelph,Canada,Ontario,,131794.0,1124968815
Waltham,United States,Massachusetts,,62495.0,1840000428
Sopot,Poland,Pomorskie,minor,37457.0,1616375300
Matthews,United States,North Carolina,,33138.0,1840016350
Fort Frances,Canada,Ontario,,7739.0,1124939714
Vero Beach,United States,Florida,,17503.0,1840015985
Santa Ana,United States,California,,332318.0,1840021964
Spreitenbach,Switzerland,Aargau,,11788.0,1756282407
The Dalles,United States,Oregon,,20442.0,1840021212
Clifton Springs,Australia,Victoria,,7519.0,1036319529
Blythe,United States,California,,19682.0,1840019299
Incline Village,United States,Nevada,,8669.0,1840033809
Houma,United States,Louisiana,,140469.0,1840015063
Terrace,Canada,British Columbia,,15723.0,1124878479
Waukesha,United States,Wisconsin,,72299.0,1840003008
Bacoor,Philippines,Cavite,,600609.0,1608869358
Broomfield,United States,Colorado,,70465.0,1840018781
Brevard,United States,North Carolina,,13666.0,1840013467
Mountain Brook,United States,Alabama,,20297.0,1840014792
Arlington,United States,Texas,,398854.0,1840019422
Lorton,United States,Virginia,,20871.0,1840006035
Huntersville,United States,North Carolina,,58098.0,1840016349
Kelso,United States,Washington,,12417.0,1840018503
National City,United States,California,,61394.0,1840020622
Cwmbran,United Kingdom,Torfaen,,48535.0,1826475602
Arnold,United Kingdom,Nottinghamshire,,37768.0,1826647385
Dunedin,New Zealand,Otago,admin,106200.0,1554475997
Port Chester,United States,New York,,29163.0,1840004941
Maha Sarakham,Thailand,Maha Sarakham,admin,52866.0,1764568961
Bintulu,Malaysia,Sarawak,,151617.0,1458164361
Squamish,Canada,British Columbia,,19512.0,1124005958
Jeju,"Korea, South",Jeju,admin,435413.0,1410364424
Edmonton,Canada,Alberta,,1062643.0,1124290735
Birmingham,United Kingdom,Birmingham,,2897303.0,1826423213
Oak Forest,United States,Illinois,,27173.0,1840008132
Fuchu,Japan,Tōkyō,,263093.0,1392370709
Harrogate,United Kingdom,North Yorkshire,,75070.0,1826765513
Fort Myers,United States,Florida,,87103.0,1840014226
Linwood,United States,New Jersey,,6658.0,1840016701
Bartlett,United States,Tennessee,,59440.0,1840013472
Moore,United States,Oklahoma,,62055.0,1840020449
Southbury,United States,Connecticut,,19681.0,1840035599
Beverley,United Kingdom,East Riding of Yorkshire,,29110.0,1826700096
Novato,United States,California,,55516.0,1840020260
High Point,United States,North Carolina,,179913.0,1840014479
Griffin,United States,Georgia,,22813.0,1840013776
Gothenburg,Sweden,Västra Götaland,admin,604829.0,1752059374
Roi Et,Thailand,Roi Et,admin,35219.0,1764216668
Wesley Chapel,United States,Florida,,58208.0,1840014118
Mechanicsburg,United States,Pennsylvania,,8990.0,1840001388
Little Rock,United States,Arkansas,admin,439815.0,1840015509
Leicester,United Kingdom,Leicester,,508916.0,1826431946
Florence,Italy,Tuscany,admin,380948.0,1380726561
Howell,United States,New Jersey,,51959.0,1840081644
Newtown,United States,Connecticut,,27822.0,1840004838
Yamagata,Japan,Yamagata,admin,247234.0,1392300081
Twin Falls,United States,Idaho,,55556.0,1840021301
Grapevine,United States,Texas,,55281.0,1840020697
Urbana,United States,Illinois,,42214.0,1840010451
Oviedo,Spain,Asturias,admin,219910.0,1724090743
Paris,France,Île-de-France,primary,11020000.0,1250015082
Tracy,United States,California,,100049.0,1840021518
Mulhouse,France,Grand Est,minor,285121.0,1250218452
Salamanca,Mexico,Guanajuato,minor,260759.0,1484741627
Hanover,United States,Pennsylvania,,68165.0,1840001450
Dryden,United States,New York,,14498.0,1840004547
Latrobe,United States,Pennsylvania,,7830.0,1840001142
Watsonville,United States,California,,77352.0,1840021581
Pachuca,Mexico,Hidalgo,admin,277375.0,1484575026
Sharonville,United States,Ohio,,13684.0,1840001613
Rowland Heights,United States,California,,50347.0,1840019211
Spanaway,United States,Washington,,32575.0,1840018451
East Longmeadow,United States,Massachusetts,,16242.0,1840053444
Fond du Lac,United States,Wisconsin,,55209.0,1840002603
Orcutt,United States,California,,31118.0,1840019183
Hutto,United States,Texas,,27947.0,1840019573
Syosset,United States,New York,,19453.0,1840005278
Matsue,Japan,Shimane,admin,201802.0,1392692238
Bowling Green,United States,Kentucky,,95135.0,1840013265
Evansville,United States,Indiana,,230427.0,1840013730
Georgetown,Guyana,Demerara-Mahaica,primary,200500.0,1328160906
Vestal,United States,New York,,28352.0,1840058562
Hyderabad,India,Telangana,admin,9746000.0,1356871768
Sherbrooke,Canada,Quebec,,161323.0,1124559506
Port Coquitlam,Canada,British Columbia,,58612.0,1124473757
Mount Juliet,United States,Tennessee,,37029.0,1840014465
Vadnais Heights,United States,Minnesota,,13607.0,1840010004
Anthem,United States,Arizona,,22468.0,1840022919
Spokane Valley,United States,Washington,,101060.0,1840021094
Pocklington,United Kingdom,East Riding of Yorkshire,,8337.0,1826728939
Seward,United States,Nebraska,,7216.0,1840009356
Oakton,United States,Virginia,,36997.0,1840006023
Media,United States,Pennsylvania,,5682.0,1840000702
Nishio,Japan,Aichi,,168992.0,1392425838
Stuart,United States,Florida,,16237.0,1840015990
Oslo,Norway,Oslo,primary,693494.0,1578324706
Oklahoma City,United States,Oklahoma,admin,972943.0,1840020428
Matteson,United States,Illinois,,19448.0,1840011293
Reston,United States,Virginia,,61147.0,1840006025
Piura,Peru,Piura,admin,473025.0,1604331641
Sun Prairie,United States,Wisconsin,,34661.0,1840002902
Rancho Mirage,United States,California,,18528.0,1840020558
Maple Grove,United States,Minnesota,,72622.0,1840008923
Sedona,United States,Arizona,,10339.0,1840021584
Twinsburg,United States,Ohio,,18856.0,1840000805
Bastrop,United States,Texas,,17120.0,1840019603
Huntington Station,United States,New York,,32866.0,1840005081
Dickson City,United States,Pennsylvania,,5761.0,1840003380
Munich,Germany,Bavaria,admin,1471508.0,1276692352
Truckee,United States,California,,16735.0,1840022462
Silver Spring,United States,Maryland,,81773.0,1840005845
Providence,United States,Rhode Island,admin,1203230.0,1840003289
